,Source.Name,Assigned_Breach_Number,Date_Reported_To_OCA,Organization_Name,Breach_Type_Description,Breach_Occur_at_the_Reporting_Entity?,MA_Residents_Affected,SSNBreached,Account_Number_Breached,Drivers_Licenses_Breached,Credit_Debit_Numbers_Breached,Provided_Credit_Monitoring,Data_Encrypted,Mobile_Device_Lost_Stolen,Reported_Year
10638,NEW Data Breach Web Report 2017 (1),11648,2017-07-31,Savers Bank,Electronic,No,4.0,No,No,No,Yes,No,No,No,2017
10639,NEW Data Breach Web Report 2017 (1),11649,2017-07-31,Bank of Amercica,Electronic,Yes,2.0,Yes,Yes,No,Yes,Yes,No,No,2017
10640,NEW Data Breach Web Report 2017 (1),11651,2017-07-31,Belmont Savings Bank,Both,Yes,1.0,No,Yes,No,No,No,No,No,2017
10641,NEW Data Breach Web Report 2017 (1),11652,2017-07-31,Montachusett Home Care Corp,Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2017
10642,NEW Data Breach Web Report 2017 (1),11653,2017-07-31,Commonwealth of MA Executive Office of Health and Human Services,Electronic,No,2.0,Yes,No,No,No,No,No,No,2017
10643,NEW Data Breach Web Report 2017 (1),11654,2017-07-31,Woodside Hotels and Resorts,Electronic,No,97.0,No,No,No,Yes,No,No,No,2017
10644,NEW Data Breach Web Report 2017 (1),11655,2017-07-31,Salem Five,Electronic,No,9.0,No,No,No,Yes,No,No,No,2017
10645,NEW Data Breach Web Report 2017 (1),11656,2017-07-31,Cole Sport,Electronic,Yes,14.0,No,No,No,Yes,Yes,No,No,2017
10646,NEW Data Breach Web Report 2017 (1),11657,2017-07-31,"Yates Berg Klein & Wolpow, LLP",Electronic,Yes,1.0,Yes,Yes,No,No,Yes,No,No,2017
10647,NEW Data Breach Web Report 2017 (1),11658,2017-07-31,21c Museum Hotels LLC,Electronic,No,71.0,No,No,No,Yes,No,No,No,2017
10648,NEW Data Breach Web Report 2017 (1),11659,2017-07-31,The Village Bank,Electronic,No,1.0,No,No,No,No,No,No,No,2017
10649,NEW Data Breach Web Report 2017 (1),11660,2017-07-31,Dolby Laboratories Inc.,Electronic,No,1.0,No,No,No,Yes,No,No,No,2017
10650,NEW Data Breach Web Report 2017 (1),11661,2017-07-31,Paris Las Vegas Operating Company LLC dba Paris Las Vegas,Electronic,No,2.0,No,No,No,Yes,No,No,No,2017
10651,NEW Data Breach Web Report 2017 (1),11662,2017-07-31,"Desert Palace, Inc. d/b/a Caesars Palace",Electronic,No,2.0,No,No,No,Yes,Yes,No,No,2017
10652,NEW Data Breach Web Report 2017 (1),11663,2017-07-31,Mutual One Bank,Electronic,No,6.0,No,No,No,Yes,No,No,No,2017
10653,NEW Data Breach Web Report 2017 (1),11664,2017-08-01,Intuit Inc.,Electronic,No,1.0,Yes,Yes,Yes,No,No,No,No,2017
10654,NEW Data Breach Web Report 2017 (1),11665,2017-08-01,St. Mary's Credit Union,Electronic,No,1.0,No,No,No,Yes,No,No,No,2017
10655,NEW Data Breach Web Report 2017 (1),11666,2017-08-01,St. Mary's Credit Union,Electronic,No,42.0,No,No,No,Yes,No,No,No,2017
10656,NEW Data Breach Web Report 2017 (1),11667,2017-08-01,St. Mary's Credit Union,Electronic,No,1.0,No,Yes,No,Yes,No,No,No,2017
10657,NEW Data Breach Web Report 2017 (1),11668,2017-08-02,The Village Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2017
10658,NEW Data Breach Web Report 2017 (1),11669,2017-08-02,Ericsson Inc.,Electronic,No,1.0,No,No,No,Yes,No,No,No,2017
10659,NEW Data Breach Web Report 2017 (1),11670,2017-08-02,US Residential Group LLC,Electronic,Yes,4.0,Yes,Yes,Yes,No,Yes,No,No,2017
10660,NEW Data Breach Web Report 2017 (1),11671,2017-08-02,Citizens Financial Group,Electronic,No,7.0,No,No,No,Yes,No,No,No,2017
10661,NEW Data Breach Web Report 2017 (1),11672,2017-08-02,Pilgrim Bank,Electronic,No,3.0,No,No,No,Yes,No,No,No,2017
10662,NEW Data Breach Web Report 2017 (1),11673,2017-08-02,Adams Community Bank,Electronic,No,3.0,No,No,No,Yes,No,No,No,2017
10663,NEW Data Breach Web Report 2017 (1),11674,2017-08-02,The Commonwealth of Massachusetts Department of Revenue,Electronic,Yes,1.0,Yes,No,No,No,No,No,No,2017
10664,NEW Data Breach Web Report 2017 (1),11675,2017-08-02,The Village Bank,Electronic,No,55.0,No,No,No,Yes,No,No,No,2017
10665,NEW Data Breach Web Report 2017 (1),11676,2017-08-02,Eagle Bank,Electronic,No,55.0,No,No,No,Yes,No,No,No,2017
10666,NEW Data Breach Web Report 2017 (1),11677,2017-08-02,"Manning & Napier Advisors, LLC",Electronic,Yes,1.0,No,Yes,No,No,No,No,No,2017
10667,NEW Data Breach Web Report 2017 (1),11683,2017-08-03,The Village Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2017
10668,NEW Data Breach Web Report 2017 (1),11684,2017-08-03,Salem Five,Electronic,No,3.0,No,No,No,Yes,No,No,No,2017
10669,NEW Data Breach Web Report 2017 (1),11685,2017-08-03,Juliska,Electronic,Yes,188.0,No,No,No,Yes,No,No,No,2017
10670,NEW Data Breach Web Report 2017 (1),11891,2017-08-03,Eagle Bank,Electronic,No,3.0,No,No,No,Yes,No,No,No,2017
10671,NEW Data Breach Web Report 2017 (1),11688,2017-08-04,Salem Five,Electronic,No,1.0,Yes,No,No,No,No,No,No,2017
10672,NEW Data Breach Web Report 2017 (1),11689,2017-08-04,Salem Five,Electronic,No,2.0,No,No,No,Yes,No,No,No,2017
10673,NEW Data Breach Web Report 2017 (1),11690,2017-08-04,Pilgrim Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2017
10674,NEW Data Breach Web Report 2017 (1),11691,2017-08-04,Mutual One Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2017
10675,NEW Data Breach Web Report 2017 (1),11681,2017-08-04,Watertown Savings Bank,Electronic,No,190.0,No,No,No,Yes,No,No,No,2017
10676,NEW Data Breach Web Report 2017 (1),11710,2017-08-04,Tiffany & Co.,Electronic,No,2.0,No,No,No,Yes,No,No,No,2017
10677,NEW Data Breach Web Report 2017 (1),11711,2017-08-04,State Industrial Products,Electronic,No,1.0,No,No,No,Yes,No,No,No,2017
10678,NEW Data Breach Web Report 2017 (1),11712,2017-08-04,Botwinick & Co. LLC,Electronic,Yes,20.0,No,No,No,No,Yes,No,No,2017
10679,NEW Data Breach Web Report 2017 (1),11713,2017-08-04,Bay State Savings Bank,Electronic,No,51.0,No,No,No,Yes,No,No,No,2017
10680,NEW Data Breach Web Report 2017 (1),11678,2017-08-04,Mutual One Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2017
10681,NEW Data Breach Web Report 2017 (1),11679,2017-08-04,Mutual One Bank,Electronic,No,2.0,No,No,No,Yes,No,No,No,2017
10682,NEW Data Breach Web Report 2017 (1),11694,2017-08-07,Signature Hardware Inc,Electronic,No,2.0,No,No,No,Yes,Yes,No,No,2017
10683,NEW Data Breach Web Report 2017 (1),11696,2017-08-08,Intuit Inc.,Electronic,Yes,3.0,Yes,Yes,Yes,No,Yes,No,No,2017
10684,NEW Data Breach Web Report 2017 (1),11697,2017-08-08,Standex International Corporation,Electronic,Yes,3.0,Yes,No,Yes,No,Yes,No,No,2017
10685,NEW Data Breach Web Report 2017 (1),11698,2017-08-08,Hamilton Zanze & Company,Electronic,Yes,7.0,Yes,No,No,No,Yes,No,Yes,2017
10686,NEW Data Breach Web Report 2017 (1),11714,2017-08-08,"Saddle Ridge Partners, LLC dba Wizard Labs",Electronic,Yes,40.0,No,No,No,Yes,Yes,No,No,2017
10687,NEW Data Breach Web Report 2017 (1),11716,2017-08-08,Delaware North Companies,Electronic,No,319.0,No,No,No,Yes,No,No,No,2017
10688,NEW Data Breach Web Report 2017 (1),11717,2017-08-08,"WF Asia Offshore Fund Limited
/WF Asia US Fund Limited",Electronic,Yes,3.0,Yes,No,No,No,No,No,No,2017
10689,NEW Data Breach Web Report 2017 (1),11704,2017-08-08,Salem Five,Electronic,No,1.0,No,No,No,Yes,No,No,No,2017
10690,NEW Data Breach Web Report 2017 (1),11705,2017-08-08,KBE Building Corporation,Electronic,Yes,4.0,Yes,No,No,No,Yes,No,No,2017
10691,NEW Data Breach Web Report 2017 (1),11708,2017-08-08,Capital One,Electronic,Yes,89.0,Yes,Yes,No,No,Yes,No,No,2017
10692,NEW Data Breach Web Report 2017 (1),11729,2017-08-08,"American Financial Network Advisory Services, LLC",Electronic,Yes,6.0,Yes,Yes,No,No,Yes,No,No,2017
10693,NEW Data Breach Web Report 2017 (1),11730,2017-08-08,Intervarsity Christian Fellowship/USA,Electronic,Yes,2.0,No,Yes,No,Yes,Yes,No,No,2017
10694,NEW Data Breach Web Report 2017 (1),11731,2017-08-08,The Village Bank,Electronic,No,18.0,No,No,No,Yes,No,No,No,2017
10695,NEW Data Breach Web Report 2017 (1),11721,2017-08-08,"Shoe Station, Inc.",Electronic,Yes,43.0,No,No,No,Yes,No,No,No,2017
10696,NEW Data Breach Web Report 2017 (1),11722,2017-08-09,"National DCP, LLC",Electronic,Yes,33.0,Yes,Yes,No,No,Yes,No,No,2017
10697,NEW Data Breach Web Report 2017 (1),11723,2017-08-09,"The Bishop Company, LLC",Electronic,Yes,26.0,Yes,Yes,Yes,No,Yes,No,No,2017
10698,NEW Data Breach Web Report 2017 (1),11724,2017-08-09,Lincoln Financial Group,Electronic,No,9.0,No,No,No,Yes,No,No,No,2017
10699,NEW Data Breach Web Report 2017 (1),11702,2017-08-09,Savers Bank,Electronic,No,2.0,No,No,No,Yes,No,No,No,2017
10700,NEW Data Breach Web Report 2017 (1),11703,2017-08-09,Savers Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2017
10701,NEW Data Breach Web Report 2017 (1),11706,2017-08-09,Savers Bank,Electronic,No,9.0,No,No,No,Yes,No,No,No,2017
10702,NEW Data Breach Web Report 2017 (1),11707,2017-08-09,Savers Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2017
10703,NEW Data Breach Web Report 2017 (1),11725,2017-08-10,The Village Bank,Electronic,No,4.0,No,No,No,Yes,No,No,No,2017
10704,NEW Data Breach Web Report 2017 (1),11726,2017-08-10,The Village Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2017
10705,NEW Data Breach Web Report 2017 (1),11727,2017-08-10,St.  Mary's Credit Union,Electronic,No,1.0,No,Yes,No,No,No,No,No,2017
10706,NEW Data Breach Web Report 2017 (1),11728,2017-08-10,The Village Bank,Electronic,No,4.0,No,No,No,Yes,No,No,No,2017
10707,NEW Data Breach Web Report 2017 (1),11732,2017-08-10,"American Express Travel Related Services, Inc.",Electronic,No,614.0,No,No,No,Yes,No,No,No,2017
10708,NEW Data Breach Web Report 2017 (1),11733,2017-08-10,Numeric Investors LLC,Electronic,Yes,11.0,Yes,No,No,No,Yes,No,No,2017
10709,NEW Data Breach Web Report 2017 (1),11735,2017-08-10,"St. Mark's Surgical Center, LLC",Electronic,Yes,45.0,Yes,No,No,No,No,No,No,2017
10710,NEW Data Breach Web Report 2017 (1),11737,2017-08-11,Eastern Bank,Electronic,No,2743.0,No,No,No,Yes,No,No,No,2017
10711,NEW Data Breach Web Report 2017 (1),11738,2017-08-11,The Village Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2017
10712,NEW Data Breach Web Report 2017 (1),11739,2017-08-11,The Village Bank,Electronic,No,1.0,No,Yes,No,No,No,No,No,2017
10713,NEW Data Breach Web Report 2017 (1),11740,2017-08-11,The Village Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2017
10714,NEW Data Breach Web Report 2017 (1),11741,2017-08-11,The Village Bank,Electronic,No,1.0,No,Yes,No,No,No,No,No,2017
10715,NEW Data Breach Web Report 2017 (1),11743,2017-08-11,The Village Bank,Electronic,No,2.0,No,Yes,No,Yes,No,No,No,2017
10716,NEW Data Breach Web Report 2017 (1),11744,2017-08-11,"The Vanguard Group, Inc.",Electronic,Yes,1.0,No,Yes,No,No,Yes,No,No,2017
10717,NEW Data Breach Web Report 2017 (1),11745,2017-08-11,"American Express Travel Related Services, Inc.",Electronic,No,1450.0,No,No,No,Yes,No,No,No,2017
10718,NEW Data Breach Web Report 2017 (1),11747,2017-08-11,McKinsey & Company,Electronic,No,46.0,No,No,No,Yes,No,No,No,2017
10719,NEW Data Breach Web Report 2017 (1),11699,2017-08-11,Santander,Electronic,Yes,1.0,No,Yes,No,No,Yes,No,No,2017
10720,NEW Data Breach Web Report 2017 (1),11720,2017-08-14,Pilgrim Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2017
10721,NEW Data Breach Web Report 2017 (1),11750,2017-08-14,American Express,Electronic,No,7.0,No,No,No,Yes,No,No,No,2017
10722,NEW Data Breach Web Report 2017 (1),11751,2017-08-14,American Express,Electronic,No,304.0,No,No,No,Yes,No,No,No,2017
10723,NEW Data Breach Web Report 2017 (1),11752,2017-08-14,Wooster-Ashland Regional Council of Governments,Electronic,Yes,109.0,Yes,No,Yes,No,Yes,No,No,2017
10724,NEW Data Breach Web Report 2017 (1),11754,2017-08-14,TRUEbenefits LLC,Electronic,Yes,50.0,Yes,No,No,No,Yes,No,No,2017
10725,NEW Data Breach Web Report 2017 (1),11755,2017-08-15,Partners Healthcare At Home,Electronic,Yes,2.0,No,No,No,Yes,No,No,No,2017
10726,NEW Data Breach Web Report 2017 (1),11756,2017-08-15,Evers Robinson LTD,Electronic,No,3.0,Yes,No,No,No,Yes,No,No,2017
10727,NEW Data Breach Web Report 2017 (1),11757,2017-08-15,Vertex Pharmateuticals Incorporated,Electronic,No,31.0,No,No,No,Yes,No,No,No,2017
10728,NEW Data Breach Web Report 2017 (1),11753,2017-08-15,Webster Five Cents Savings Bank,Electronic,No,67.0,No,No,No,Yes,No,No,No,2017
10729,NEW Data Breach Web Report 2017 (1),11718,2017-08-15,Salem Five,Electronic,No,1.0,No,No,No,Yes,No,No,No,2017
10730,NEW Data Breach Web Report 2017 (1),11719,2017-08-15,Savers Bank,Electronic,No,2.0,No,No,No,Yes,No,No,No,2017
10731,NEW Data Breach Web Report 2017 (1),11758,2017-08-16,Intuit Inc.,Electronic,Yes,294.0,Yes,Yes,Yes,No,Yes,No,No,2017
10732,NEW Data Breach Web Report 2017 (1),11759,2017-08-16,Pacifica Hotel Management LLC,Electronic,No,119.0,No,No,No,Yes,No,No,No,2017
10733,NEW Data Breach Web Report 2017 (1),11760,2017-08-16,American Express,Electronic,No,47.0,No,No,No,Yes,No,No,No,2017
10734,NEW Data Breach Web Report 2017 (1),11761,2017-08-16,Salina Family Healthcare Center,Electronic,Yes,8.0,Yes,No,No,No,Yes,No,No,2017
10735,NEW Data Breach Web Report 2017 (1),11762,2017-08-16,Native Canada Footwear Ltd.,Electronic,Yes,592.0,No,No,No,Yes,Yes,No,No,2017
10736,NEW Data Breach Web Report 2017 (1),11763,2017-08-16,Chizner & Company CPA's LLC,Electronic,Yes,5.0,Yes,Yes,No,No,Yes,No,No,2017
10737,NEW Data Breach Web Report 2017 (1),11764,2017-08-16,"Activision Publishing, Inc.",Electronic,No,1.0,No,No,No,Yes,No,No,No,2017
10738,NEW Data Breach Web Report 2017 (1),11765,2017-08-17,St. Mary's Credit Union,Electronic,No,1.0,No,No,No,Yes,No,No,No,2017
10739,NEW Data Breach Web Report 2017 (1),11767,2017-08-17,"Private Advisors, LLC",Electronic,Yes,2.0,Yes,No,No,No,Yes,No,No,2017
10740,NEW Data Breach Web Report 2017 (1),11768,2017-08-17,Safe Rack LLC,Electronic,Yes,8.0,Yes,No,No,No,Yes,No,No,2017
10741,NEW Data Breach Web Report 2017 (1),11771,2017-08-17,Main Street Bank,Electronic,No,7.0,No,No,No,Yes,No,No,No,2017
10742,NEW Data Breach Web Report 2017 (1),11772,2017-08-17,The Village Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2017
10743,NEW Data Breach Web Report 2017 (1),11774,2017-08-17,Discover,Electronic,No,72.0,No,No,No,Yes,No,No,No,2017
10744,NEW Data Breach Web Report 2017 (1),11773,2017-08-18,American Express,Electronic,No,2.0,No,No,No,Yes,No,No,No,2017
10745,NEW Data Breach Web Report 2017 (1),11748,2017-08-18,Salem Five,Electronic,No,2.0,No,No,No,Yes,No,No,No,2017
10746,NEW Data Breach Web Report 2017 (1),11776,2017-08-18,Fora Financial LLC,Electronic,No,1.0,Yes,No,No,No,Yes,No,No,2017
10747,NEW Data Breach Web Report 2017 (1),11777,2017-08-18,Dutch LLC,Electronic,Yes,321.0,No,No,No,Yes,Yes,No,No,2017
10748,NEW Data Breach Web Report 2017 (1),11769,2017-08-18,Winchester Savings Bank,Electronic,No,33.0,Yes,Yes,No,Yes,No,No,No,2017
10749,NEW Data Breach Web Report 2017 (1),11766,2017-08-18,"Tax-On-Time, LLC",Electronic,Yes,3.0,Yes,Yes,No,No,Yes,No,No,2017
10750,NEW Data Breach Web Report 2017 (1),11746,2017-08-18,Salem Five,Electronic,No,2.0,No,No,No,Yes,No,No,No,2017
10751,NEW Data Breach Web Report 2017 (1),11778,2017-08-21,Evers Robinson Ltd,Electronic,Yes,1.0,Yes,No,No,No,No,No,No,2017
10752,NEW Data Breach Web Report 2017 (1),11779,2017-08-21,Community Health Connections Inc.,Electronic,Yes,3.0,Yes,No,No,No,No,No,No,2017
10753,NEW Data Breach Web Report 2017 (1),11780,2017-08-21,SH Group Operations LLC,Electronic,No,15.0,No,No,No,Yes,No,No,No,2017
10754,NEW Data Breach Web Report 2017 (1),11781,2017-08-21,Adams Community Bank,Electronic,No,2.0,No,No,No,Yes,No,No,No,2017
10755,NEW Data Breach Web Report 2017 (1),11775,2017-08-21,"American Express Travel Related Services, Inc.",Electronic,No,9744.0,No,No,No,Yes,No,No,No,2017
10756,NEW Data Breach Web Report 2017 (1),11783,2017-08-21,Denihan Hospitality,Electronic,No,1237.0,No,No,No,Yes,No,No,No,2017
10757,NEW Data Breach Web Report 2017 (1),11785,2017-08-22,Evers Robinson Ltd.,Electronic,No,3.0,No,No,No,No,Yes,No,No,2017
10758,NEW Data Breach Web Report 2017 (1),11786,2017-08-22,American Friends Service Committee,Electronic,Yes,11.0,Yes,No,No,Yes,Yes,No,No,2017
10759,NEW Data Breach Web Report 2017 (1),11616,2017-08-22,LPL Financial LLC,Electronic,Yes,1.0,Yes,Yes,No,No,Yes,No,No,2017
10760,NEW Data Breach Web Report 2017 (1),11789,2017-08-23,Zymo Research Corporation,Electronic,Yes,768.0,No,No,No,Yes,Yes,No,No,2017
10761,NEW Data Breach Web Report 2017 (1),11790,2017-08-23,LPL Financial LLC,Electronic,Yes,1.0,Yes,Yes,No,No,Yes,No,No,2017
10762,NEW Data Breach Web Report 2017 (1),11791,2017-08-23,"Rutherford, MacDonald & Olson P.C.",Electronic,Yes,7.0,Yes,No,No,No,Yes,No,No,2017
10763,NEW Data Breach Web Report 2017 (1),11794,2017-08-23,Taylor University,Electronic,No,1.0,No,No,Yes,No,Yes,No,No,2017
10764,NEW Data Breach Web Report 2017 (1),11795,2017-08-24,"Mark F. Andrews, CPA LLC",Electronic,Yes,1260.0,Yes,No,No,No,Yes,No,No,2017
10765,NEW Data Breach Web Report 2017 (1),11793,2017-08-24,American Express Travel Related Services Company,Electronic,No,1.0,No,No,No,Yes,No,No,No,2017
10766,NEW Data Breach Web Report 2017 (1),11787,2017-08-24,The Village Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2017
10767,NEW Data Breach Web Report 2017 (1),11801,2017-08-24,"American Express Travel Related Services Company, Inc.",Electronic,No,2.0,No,No,No,Yes,No,No,No,2017
10768,NEW Data Breach Web Report 2017 (1),11802,2017-08-24,"Aimbridge Hospitality Holdings, LLC",Electronic,No,123.0,No,No,No,Yes,No,No,No,2017
10769,NEW Data Breach Web Report 2017 (1),11803,2017-08-24,The Village Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2017
10770,NEW Data Breach Web Report 2017 (1),11804,2017-08-25,GT Distributors Inc,Electronic,Yes,2.0,No,No,No,Yes,No,No,No,2017
10771,NEW Data Breach Web Report 2017 (1),11805,2017-08-25,LPL Financial LLC,Electronic,Yes,1.0,Yes,Yes,No,No,Yes,No,No,2017
10772,NEW Data Breach Web Report 2017 (1),11806,2017-08-25,QBE North America,Electronic,Yes,2.0,Yes,No,No,No,Yes,No,No,2017
10773,NEW Data Breach Web Report 2017 (1),11798,2017-08-25,St. Mary's Credit Union,Electronic,No,1.0,No,Yes,No,No,No,No,No,2017
10774,NEW Data Breach Web Report 2017 (1),11799,2017-08-25,Crescent Mortgage Company,Electronic,Yes,29.0,Yes,Yes,No,No,Yes,No,No,2017
10775,NEW Data Breach Web Report 2017 (1),11800,2017-08-25,Intuit Inc.,Electronic,No,150.0,Yes,Yes,No,No,No,No,No,2017
10776,NEW Data Breach Web Report 2017 (1),11932,2017-08-25,WGBH Educational Foundation,Electronic,Yes,10.0,No,Yes,No,No,Yes,No,No,2017
10777,NEW Data Breach Web Report 2017 (1),11807,2017-08-28,Pacific Alliance Medical Center Inc.,Electronic,Yes,21.0,Yes,No,No,No,Yes,No,No,2017
10778,NEW Data Breach Web Report 2017 (1),11808,2017-08-28,The Village Bank,Electronic,Yes,9.0,No,No,No,Yes,No,No,No,2017
10779,NEW Data Breach Web Report 2017 (1),11810,2017-08-28,Massachusetts General Hospital,Both,Yes,1.0,No,No,No,No,No,No,No,2017
10780,NEW Data Breach Web Report 2017 (1),11811,2017-08-28,Salem Five,Electronic,No,2.0,No,No,No,Yes,No,No,No,2017
10781,NEW Data Breach Web Report 2017 (1),11812,2017-08-28,Enterprise Rent-A-Car Company of Boston LLC,Electronic,No,1.0,No,No,No,Yes,Yes,No,No,2017
10782,NEW Data Breach Web Report 2017 (1),11813,2017-08-28,APPS Para Medical Services,Electronic,No,1.0,Yes,No,No,No,Yes,No,No,2017
10783,NEW Data Breach Web Report 2017 (1),11814,2017-08-28,St. Mary's Credit Union,Electronic,No,1.0,No,No,No,Yes,No,No,No,2017
10784,NEW Data Breach Web Report 2017 (1),11815,2017-08-28,Main Street Bank,Electronic,No,3.0,No,No,No,Yes,No,No,No,2017
10785,NEW Data Breach Web Report 2017 (1),11816,2017-08-28,Fire Hose Games,Electronic,No,6.0,Yes,No,No,No,Yes,No,No,2017
10786,NEW Data Breach Web Report 2017 (1),11817,2017-08-28,TALX Corporation,Electronic,Yes,30.0,Yes,No,No,No,Yes,No,No,2017
10787,NEW Data Breach Web Report 2017 (1),11818,2017-08-28,American Express Travel Related Services,Electronic,No,9.0,No,No,No,Yes,No,No,No,2017
10788,NEW Data Breach Web Report 2017 (1),11820,2017-08-29,Wells Fargo,Electronic,No,301.0,Yes,Yes,No,No,Yes,No,No,2017
10789,NEW Data Breach Web Report 2017 (1),11821,2017-08-30,Salem Five,Electronic,No,1.0,No,No,No,Yes,No,No,No,2017
10790,NEW Data Breach Web Report 2017 (1),11822,2017-08-30,American Express Travel Related Services,Electronic,No,396.0,No,No,No,Yes,No,No,No,2017
10791,NEW Data Breach Web Report 2017 (1),11824,2017-08-30,St. Mary's Credit Union,Electronic,Yes,4.0,No,Yes,No,No,No,No,No,2017
10792,NEW Data Breach Web Report 2017 (1),11825,2017-08-30,American Express Travel Related Services Company Inc.,Electronic,No,34.0,No,No,No,Yes,No,No,No,2017
10793,NEW Data Breach Web Report 2017 (1),11826,2017-08-30,CoreLogic Credco,Electronic,Yes,32.0,Yes,Yes,No,Yes,Yes,No,No,2017
10794,NEW Data Breach Web Report 2017 (1),11827,2017-08-30,Hand & Upper Extremity Centers,Electronic,Yes,11.0,Yes,No,No,No,Yes,No,No,2017
10795,NEW Data Breach Web Report 2017 (1),11829,2017-08-31,Ameriprise Financial,Electronic,Yes,1.0,Yes,Yes,No,No,Yes,No,No,2017
10796,NEW Data Breach Web Report 2017 (1),11831,2017-08-31,Savers Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2017
10797,NEW Data Breach Web Report 2017 (1),11832,2017-08-31,iHeart Media Inc,Electronic,Yes,2.0,Yes,Yes,No,No,No,No,No,2017
10798,NEW Data Breach Web Report 2017 (1),11834,2017-09-01,Eastern Bank,Electronic,No,6.0,No,Yes,No,No,No,No,No,2017
10799,NEW Data Breach Web Report 2017 (1),11835,2017-09-01,State Street,Electronic,Yes,77.0,Yes,No,No,No,Yes,No,No,2017
10800,NEW Data Breach Web Report 2017 (1),11836,2017-09-01,Main Street Bank,Electronic,No,8.0,No,No,No,Yes,No,No,No,2017
10801,NEW Data Breach Web Report 2017 (1),11837,2017-09-01,Intuit Inc,Electronic,No,58.0,Yes,No,Yes,No,Yes,No,No,2017
10802,NEW Data Breach Web Report 2017 (1),11838,2017-09-01,Mutual One Bank,Electronic,No,6.0,No,No,No,Yes,No,No,No,2017
10803,NEW Data Breach Web Report 2017 (1),11839,2017-09-01,Massachusetts General Hospital,Both,Yes,1.0,No,No,No,Yes,No,No,No,2017
10804,NEW Data Breach Web Report 2017 (1),11840,2017-09-01,WRJ Holdings LLC,Electronic,Yes,54.0,No,No,No,Yes,Yes,No,No,2017
10805,NEW Data Breach Web Report 2017 (1),11841,2017-09-01,MediaMath,Electronic,No,14.0,No,Yes,No,Yes,Yes,No,No,2017
10806,NEW Data Breach Web Report 2017 (1),11842,2017-09-01,Kroeschell Inc.,Electronic,Yes,3.0,Yes,Yes,No,No,Yes,No,No,2017
10807,NEW Data Breach Web Report 2017 (1),11843,2017-09-01,Infinite Computer Solutions Inc.,Electronic,Yes,29.0,Yes,Yes,Yes,No,Yes,No,No,2017
10808,NEW Data Breach Web Report 2017 (1),11844,2017-09-01,Akira,Electronic,Yes,230.0,No,No,No,Yes,No,No,No,2017
10809,NEW Data Breach Web Report 2017 (1),11845,2017-09-01,Grownmarks FS LLC,Electronic,No,1.0,Yes,Yes,Yes,No,Yes,No,No,2017
10810,NEW Data Breach Web Report 2017 (1),11846,2017-09-01,The Neurology Foundation Inc,Both,Yes,1052.0,Yes,Yes,No,Yes,Yes,No,No,2017
10811,NEW Data Breach Web Report 2017 (1),11857,2017-09-01,Mrs. Prindables,Electronic,No,18.0,No,No,No,Yes,Yes,No,No,2017
10812,NEW Data Breach Web Report 2017 (1),11847,2017-09-05,Charles Schwab,Electronic,Yes,2.0,Yes,No,Yes,No,Yes,No,No,2017
10813,NEW Data Breach Web Report 2017 (1),11849,2017-09-05,Orchards Inn,Electronic,No,22.0,No,No,No,Yes,No,No,No,2017
10814,NEW Data Breach Web Report 2017 (1),11850,2017-09-05,Evans Hotels,Electronic,No,70.0,No,No,No,Yes,No,No,No,2017
10815,NEW Data Breach Web Report 2017 (1),11851,2017-09-05,Eagle Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2017
10816,NEW Data Breach Web Report 2017 (1),11852,2017-09-05,MassMutual,Electronic,Yes,35.0,Yes,No,No,No,No,No,No,2017
10817,NEW Data Breach Web Report 2017 (1),11853,2017-09-05,YMCA of Greater Boston,Electronic,Yes,240.0,Yes,Yes,Yes,Yes,Yes,No,No,2017
10818,NEW Data Breach Web Report 2017 (1),11854,2017-09-05,Sixty Hotels,Electronic,No,218.0,No,No,No,Yes,No,No,No,2017
10819,NEW Data Breach Web Report 2017 (1),11855,2017-09-06,"Gregory F. Wilt, CPA Mario Bottoni CPA, Advanced Financial Services Inc.",Electronic,Yes,7.0,Yes,Yes,No,No,Yes,No,No,2017
10820,NEW Data Breach Web Report 2017 (1),11856,2017-09-06,The rethink Group Inc.,Electronic,Yes,15.0,No,No,No,Yes,Yes,No,No,2017
10821,NEW Data Breach Web Report 2017 (1),11858,2017-09-06,Eagle Bank,Electronic,No,3.0,No,No,No,Yes,No,No,No,2017
